,total_requests,js_requests,img_requests,doc_requests,css_requests,font_requests,media_requests,other_requests,3rdparty_requests,total_size,js_size,img_size,doc_size,css_size,font_size,media_size,other_size,3rdparty_size,firstContentfulPaint,firstMeaningfulPaint,largestContentfulPaint,totalCumulativeLayoutShift,speedIndex,interactive,observedLoad,observedDomContentLoaded,RequestsBeforeSI,TransferBeforeSI,RequestsAfterSI,TransferAfterSI
https://msu.edu/,118,38,37,13,2,2,0,26,80,13913.111,1366.516,11980.958,53.909,342.483,156.769,0.0,12.476,1211.913,1529,1563,7211,0.021543667251341034,4478,6741,9979,3453,53,2803162,76,11222922
https://so.com/,63,23,37,1,0,0,0,2,59,701.366,353.976,193.842,151.574,0.0,0.0,0.0,1.974,548.241,2081,3284,5088,0.019446773889797687,4532,5031,7155,3344,26,546842,39,154524
https://ietf.org/,18,3,7,1,1,3,0,3,0,499.573,140.643,169.465,6.365,34.172,148.304,0.0,0.624,0.0,590,688,944,0.005624195401218236,920,1333,1408,1037,12,286438,7,215030
https://aliyun.com/,233,45,107,2,8,5,0,66,207,6148.57,1101.231,4442.106,28.995,126.012,206.472,0.0,243.754,6038.04,3013,3133,8108,0.670478655161291,7723,8501,12619,6510,177,4157161,57,1991409
https://statista.com/,78,36,15,2,9,5,0,11,48,1521.541,843.009,257.298,89.673,143.665,137.926,0.0,49.97,1135.749,1096,1134,1279,0.004003135461798738,4372,3223,6904,3775,66,1424613,12,96928
https://wufoo.com/,67,24,16,2,4,4,0,17,38,1783.941,982.767,338.302,173.287,85.021,123.981,0.0,80.583,1150.643,1970,1970,2551,0.012514941429595985,3417,2693,5997,2990,55,1705759,13,78182
https://undp.org/,190,112,41,2,6,4,6,19,48,21888.191,1060.453,2081.878,27.831,153.357,214.983,18320.739,28.95,18774.588,2916,2916,5316,1.3963987759742111e-06,11870,11295,18737,11088,178,3027285,34,18862317
https://fastcompany.com/,352,102,146,14,2,16,2,70,334,13000.659,3270.569,7221.626,418.077,9.239,728.463,862.053,490.632,12130.027,1850,1850,18593,0.014096706239257467,18587,24031,32640,7404,223,6388837,143,6611822
https://nymag.com/,360,74,102,30,1,6,0,147,320,3955.745,2322.823,725.654,512.589,0.358,256.145,0.0,138.176,2774.977,1676,1890,2642,0.17559661348487715,8143,15687,21124,2136,104,2997663,264,1039709
https://commons.wikimedia.org/,48,17,25,1,3,0,0,2,0,628.838,364.06,198.688,40.938,18.569,0.0,0.0,6.583,0.0,838,923,1149,0.004127990636256436,2165,2349,3030,2373,33,278846,23,349992
https://ehow.com/,33,1,20,1,4,5,0,2,14,1588.472,10.121,1386.358,19.107,31.753,139.787,0.0,1.346,1373.183,1144,1316,2449,0.0003784042956106445,2216,2191,2947,2154,21,486759,16,1102410
https://xing.com/,22,4,7,2,2,2,0,5,1,725.305,416.334,179.954,73.889,8.779,43.458,0.0,2.891,0.34,752,752,2704,0.07165422696587428,2434,2770,5373,4075,16,667973,6,57332
https://narod.ru/,67,15,24,1,9,6,0,12,32,2068.74,569.733,983.816,19.556,146.259,341.772,0.0,7.604,516.619,3332,3332,4280,0.48461203253657653,4256,4067,6501,3403,27,580808,42,1492478
https://gutenberg.org/,24,0,18,1,4,0,0,1,0,355.981,0.0,266.763,20.654,67.611,0.0,0.0,0.953,0.0,544,544,734,0.0,1516,770,1872,899,23,355028,1,953
https://usc.edu/,60,18,26,1,6,2,0,7,19,2180.187,283.75,1666.846,24.964,41.012,49.321,0.0,114.294,770.596,1345,1568,3903,0.6888262617095293,1957,2310,3159,2076,31,833379,29,1346808
https://sitemaps.org/,11,4,0,1,1,0,0,5,8,52.237,46.161,0.0,2.796,1.765,0.0,0.0,1.515,45.686,726,726,726,0.000377196073388203,899,1213,1139,736,3,6551,9,46237
https://coursera.org/,422,44,276,10,2,7,0,83,410,3042.824,1886.901,485.589,235.906,45.101,201.429,0.0,187.898,2727.762,1519,1519,1690,0.014128147485321454,4960,14037,14029,5103,110,641209,314,2401615
https://google.co.uk/,38,10,7,2,1,2,0,16,14,762.654,612.259,29.605,57.662,0.92,26.205,0.0,36.003,320.406,884,884,1283,0.0,3338,9336,12763,1219,18,518004,22,246471
https://history.com/,356,78,143,20,7,3,0,105,333,3284.406,1755.641,1162.011,109.458,53.688,94.481,0.0,109.127,3002.664,1090,1343,2304,0.05801181157351047,3449,10710,13088,3067,78,1967917,279,1317881
https://scribd.com/,159,58,25,2,18,5,0,51,151,1692.773,945.481,323.107,31.79,84.822,95.22,0.0,212.353,1659.241,2283,2283,4877,0.0,6335,11654,11871,11285,93,1113789,93,578984
https://house.gov/,36,7,18,1,2,0,0,8,13,1416.056,673.318,663.212,45.603,33.106,0.0,0.0,0.817,361.809,895,1355,2581,0.2004386624656067,2820,3227,3576,2936,20,1003741,17,416112
https://xbox.com/,252,57,79,5,16,4,0,91,192,6181.072,1736.069,3304.462,68.204,491.685,161.631,0.0,419.021,4003.869,2780,2914,7216,0.19092147166627418,7051,8720,10872,4800,196,5978713,60,276057
https://accounts.google.com/,22,5,1,3,0,8,0,5,14,629.794,27.523,0.009,525.624,0.0,74.68,0.0,1.958,115.497,970,1335,1395,0.0,2051,2173,3169,1077,11,585633,13,46205
https://businessinsider.com/,433,79,118,37,6,4,0,189,399,3002.587,2482.336,85.088,118.57,57.916,83.119,0.0,175.558,2650.514,670,723,786,0.00997812820932954,11047,25559,2033,1912,34,841423,405,2161164
https://usps.com/,168,43,74,10,6,3,0,32,92,3163.146,772.521,2148.168,22.105,47.705,157.533,0.0,15.114,697.869,1951,1951,3975,0.017458834514769518,4307,9397,15734,5159,72,1859937,97,1335390
https://mozilla.com/,62,16,29,1,4,3,0,9,8,752.323,220.315,275.966,15.831,18.589,203.105,0.0,18.517,159.559,1249,1249,1456,0.0003490182156359057,1978,2460,3342,2906,55,642684,10,109639
https://mitre.org/,75,26,22,1,13,7,0,6,12,3077.078,367.565,2256.472,24.57,265.717,160.114,0.0,2.64,156.212,1382,1494,2094,0.00019426992257765292,2143,2606,3983,3304,45,721611,32,2362289
https://hilton.com/,430,125,186,15,1,6,0,97,303,3358.389,1835.275,970.639,76.316,17.874,407.402,0.0,50.883,1582.355,1562,1562,4591,0.6521890354664652,6382,12420,18826,4464,108,1965431,322,1392958
https://yolasite.com/,39,11,8,1,2,2,0,15,32,954.04,420.401,401.877,8.784,38.824,78.886,0.0,5.268,862.861,1200,1200,3909,0.0893535507104286,3202,3539,3937,2604,35,952517,6,4311
https://themegrill.com/,73,33,6,1,22,10,0,1,10,1123.747,261.392,228.44,31.686,135.248,466.96,0.0,0.021,217.426,1329,1329,2086,0.30658998198970144,2406,2502,3685,2872,73,754417,10,404093
https://indiatimes.com/,151,28,68,12,0,5,0,38,124,1756.161,1019.778,394.36,142.683,0.0,133.885,0.0,65.455,1170.449,876,923,4395,0.46957936528322086,6053,7911,9024,1981,54,876574,100,879587
https://goo.gl/,31,3,11,1,4,9,0,3,30,395.03,120.54,7.398,13.073,11.018,241.375,0.0,1.626,381.957,868,1356,1356,0.00013311862443043495,1390,1356,1897,1522,28,394517,4,846
https://feedly.com/,53,17,11,4,3,1,0,17,23,3241.316,1347.901,1315.84,115.751,107.08,157.086,0.0,197.658,387.954,918,3172,6055,0.2191580189453638,7253,8525,4115,2967,84,2468582,4,774340
https://bu.edu/,57,20,14,1,9,9,0,4,13,3411.626,509.726,805.298,82.322,1630.406,382.759,0.0,1.115,157.657,3924,3924,7181,0.002023990675652566,4665,5039,4599,3633,46,3272539,12,140072
https://zend.com/,69,26,12,2,3,3,0,23,54,1424.739,703.52,501.184,52.348,74.997,50.141,0.0,42.549,792.711,1309,1309,1650,0.008515199351127848,3701,7265,8063,3492,31,1100356,40,325637
https://ucdavis.edu/,653,77,299,8,11,11,2,245,578,32604.486,1547.995,6974.522,64.153,150.225,253.16,23410.735,203.696,30596.85,1067,1123,2678,0.06636845626007473,6666,8446,14313,6592,198,27088594,456,5521230
https://smh.com.au/,396,85,119,25,3,8,1,155,351,4046.308,2255.506,654.685,241.244,14.364,268.815,5.055,606.639,2357.755,1119,1145,2353,0.44178102027318833,10748,15828,25868,6098,146,2795674,263,1287042
https://techradar.com/,725,85,253,65,5,5,0,312,713,5774.05,2197.142,2826.137,218.267,77.89,54.035,0.0,400.579,5418.214,1089,1183,1604,0.003994508381078756,11436,19836,31160,2866,249,4716038,482,1059079
https://utexas.edu/,71,16,27,1,9,6,1,11,24,21297.686,354.831,1805.393,19.021,52.72,154.803,18905.924,4.994,349.89,1205,1575,4130,0.7360636109281861,2399,3745,4455,2553,49,20055917,22,1241769
https://psychologytoday.com/,122,34,44,8,6,5,0,25,77,1469.787,725.677,450.037,45.646,67.046,114.521,0.0,66.86,960.179,1786,1786,1993,6.013640014290051e-05,2630,5774,7766,2032,37,353146,92,1135343
https://tiktok.com/,107,41,10,1,1,7,1,46,80,5470.585,2058.284,271.59,125.846,2.355,348.491,2577.644,86.375,5312.91,1805,2323,2450,0.007214452361147594,10150,15601,23381,4544,41,2319046,67,3151539
https://surveymonkey.com/,167,58,16,2,3,5,0,83,152,8744.81,4372.62,2738.355,62.456,52.902,130.999,0.0,1387.478,8625.942,1797,1797,10238,0.04789443590478496,6531,10075,9657,1582,113,5447922,54,3296888
https://uiuc.edu/,101,37,34,3,3,9,0,15,41,3250.046,726.668,1912.844,50.552,152.866,368.022,0.0,39.094,629.489,1793,1793,5313,0.011987327143000326,5960,4974,9669,8354,90,3145544,13,105982
https://princeton.edu/,33,6,16,1,2,4,0,4,4,1545.514,154.395,1230.42,19.404,55.921,82.89,0.0,2.484,17.176,1491,1765,2486,0.009152852820688222,2775,2743,4173,2889,39,1246583,10,303734
https://tencent.com/,155,20,102,2,20,10,0,1,2,16405.768,116.749,7960.37,103.752,60.444,8164.375,0.0,0.078,3.021,6114,6241,9764,0.011523000791951732,9862,9996,3923,2508,155,16410262,1,0
https://linktr.ee/,146,53,43,4,0,7,1,38,140,2706.316,1714.992,374.434,146.604,0.0,263.081,97.323,109.882,2549.617,973,973,3794,0.19674405557741742,10183,33387,4579,3260,63,1010427,139,1695889
https://line.me/,134,9,102,1,2,2,0,18,8,3189.402,218.77,2409.642,51.264,161.894,69.774,0.0,278.058,316.189,2488,3277,6624,0.001361523623276904,6019,6371,9569,2571,195,2926846,36,268242
https://state.gov/,143,40,36,5,11,8,0,43,100,7079.901,1696.109,1129.806,396.018,210.546,242.668,0.0,3404.754,5985.687,1325,1685,3739,0.00314896631422054,4471,8726,12285,6997,67,1787487,90,5300442
https://snapchat.com/,62,6,18,1,2,5,10,20,45,40386.572,1076.841,23801.832,42.117,8.696,171.82,15272.502,12.764,39388.677,1012,2182,3795,0.003020786341304304,2908,5563,10636,4625,17,1385642,47,39000930
https://youtube.com/,86,18,31,2,7,4,4,20,51,3023.821,1584.693,1133.926,62.446,52.735,58.749,26.381,104.891,1309.096,1194,5830,6551,0.019074698192707212,10230,11161,7242,6977,55,2842464,32,181537
https://debian.org/,25,0,17,1,6,0,0,1,0,1233.019,0.0,1216.774,4.473,11.549,0.0,0.0,0.223,0.0,1113,1113,1924,0.0,1684,1223,2002,1087,25,1233019,1,6011
https://cbsnews.com/,436,59,136,27,3,7,1,203,403,4810.869,1483.33,1519.986,132.8,81.92,161.301,1216.563,214.969,4245.466,809,869,1205,0.10007166717279077,10561,19816,1815,1558,62,2350940,388,2459929
https://asu.edu/,119,46,42,7,3,0,0,21,56,4929.599,1415.365,3395.545,17.672,97.381,0.0,0.0,3.636,574.637,799,799,1597,0.00757010213091516,2521,10422,6000,3496,28,563094,93,4370395
https://vox.com/,511,69,154,34,9,14,0,231,499,3763.682,2545.467,353.842,178.467,121.063,338.529,0.0,226.314,3623.918,1102,1113,1799,0.6088872994080433,5324,15199,22535,3606,68,1762957,447,2000725
https://google.nl/,36,10,7,2,1,2,0,14,13,786.303,612.168,29.5,57.822,0.92,26.203,0.0,59.69,319.584,772,788,1128,0.0,1349,2498,2750,1219,8,376675,30,411150
https://mailchi.mp/,78,22,32,1,4,5,0,14,43,1007.87,528.369,142.68,37.713,64.192,180.479,0.0,54.437,576.586,994,1034,2541,0.01094992308055046,3131,4104,6181,3321,33,587244,49,420626
https://calendly.com/,141,32,34,2,0,6,0,67,102,5065.857,1090.019,57.664,39.581,0.0,175.162,0.0,3703.431,4201.033,1340,1360,1739,0.0010069718277386354,5070,12830,7615,2175,56,1106892,101,3958965
https://science.org/,221,67,79,14,5,9,0,47,167,9289.002,1183.451,7604.036,84.131,114.421,200.15,0.0,102.813,1401.228,1359,1514,12399,0.2334615523160447,12453,10809,40302,6040,163,5615244,64,3678505
https://hatena.ne.jp/,283,36,124,19,2,0,0,102,255,2286.82,969.395,1081.138,96.494,11.489,0.0,0.0,128.304,1864.742,2931,3154,3440,0.024174897323838866,6410,9332,12187,4903,158,1503711,127,799761
https://bbc.co.uk/,368,107,116,19,5,9,0,112,351,4244.924,2091.997,1041.969,499.648,37.318,449.295,0.0,124.697,3835.478,2795,2828,5150,0.23635629808678074,2873,5334,12120,2406,42,1045300,336,3200668
https://nielsen.com/,75,26,14,4,6,1,0,24,56,1263.978,696.829,376.744,47.088,37.315,38.424,0.0,67.578,708.682,1574,1580,2108,0.00756549113990013,2526,5643,3491,2088,34,732764,41,531214
https://pbs.org/,99,20,49,1,4,4,0,21,26,1537.233,745.156,550.363,33.195,46.796,116.826,0.0,44.897,487.418,1052,1052,2832,0.039293585866250744,3411,3690,5595,2906,70,1289115,29,248118
https://merriam-webster.com/,555,61,131,39,5,4,0,315,518,2515.645,1629.383,238.446,318.133,23.862,76.229,0.0,229.592,2256.861,1161,1430,1647,0.0013108489627029086,5715,19507,27791,1737,46,618090,520,1897555
https://redbull.com/,109,40,31,1,0,6,2,29,10,5069.863,1237.212,1198.135,141.45,0.0,306.738,2132.188,54.14,2256.683,1202,1479,4978,0.007504214042750172,6419,9345,11845,3523,68,3231851,62,1838012
https://britannica.com/,528,64,141,39,9,3,0,272,481,2919.921,1756.118,595.289,119.415,55.407,157.13,0.0,236.562,1953.121,1927,1927,2458,0.0017395587573864012,14463,21253,33391,11269,48,1096752,491,1823169
https://umn.edu/,139,65,23,6,11,7,0,27,101,3349.189,1760.476,1023.581,117.171,109.63,196.864,0.0,141.467,2629.909,1270,1304,4238,0.252655342891073,5269,7642,15369,5841,53,1637712,87,1712738
https://elpais.com/,89,23,19,5,1,10,0,31,58,1259.958,663.475,177.867,87.429,35.852,283.978,0.0,11.357,639.098,724,735,1308,0.00294559551278091,1539,5098,6577,1680,20,543610,70,717889
https://uk.linkedin.com/,42,6,3,3,1,0,0,29,32,458.056,334.412,10.711,20.713,39.632,0.0,0.0,52.588,383.024,576,576,636,0.0,951,1769,1023,453,5,210854,37,247202
https://amzn.to/,411,15,286,6,4,8,2,90,94,4401.267,369.263,2137.752,152.593,67.871,171.44,1462.496,39.852,60.33,1587,1587,1714,0.17976891652139343,4516,8002,9068,5231,124,1343492,290,3064867
https://youtu.be/,91,18,36,2,7,5,4,19,58,3770.728,1607.351,1852.094,60.948,52.599,65.407,26.381,105.948,2034.054,1167,4131,4952,0.019388367158090544,6048,7567,4545,4350,54,2322747,39,1448168
https://opensource.org/,45,16,6,3,9,5,0,6,22,721.648,400.568,82.731,35.226,73.633,117.787,0.0,11.703,533.151,995,1099,1179,0.013932755657746727,2036,2108,5395,2717,28,435588,19,286060
